-0.039670	0.034337	-0.091647	0.016269	0.058483	-0.001126	0.007357	-0.031896	0.087507	0.000773	0.047407	-0.093852	0.032129	-0.066788	-0.111594	0.074813	-0.073401	0.094635	-0.111947	-0.097313	-0.055265	0.005812	-0.093520	-0.120257	0.006747	0.084414	-0.096519	-0.051580	-0.001705	-0.117627	-0.047703	-0.067051	0.040995	0.056522	-0.053730	0.093169	0.038586	-0.085755	-0.084484	0.122402	0.086029	0.140801	0.178663	-0.079636	0.050725	0.063561	-0.048073	0.034216	-0.093175	0.003674	-0.019353	0.150751	-0.081521	-0.001423	-0.063699	0.129978	0.065153	-0.071626	0.044200	0.013889	-0.018603	-0.115425	0.041202	-0.013103	-0.147581	-0.094968	-0.101118	0.052513	-0.126607	-0.022392	-0.112491	0.000422	-0.032962	-0.013799	-0.074621	0.115622	0.102018	0.113249	0.026962	0.090684	-0.072911	0.018474	-0.116849	-0.046749	0.086767	-0.052369	0.021814	-0.016735	0.113465	-0.022699	0.076472	-0.033509	0.094360	0.054094	-0.023772	-0.021756	0.076182	0.048721	-0.053903	-0.067468	
0.052482	0.110643	-0.120947	-0.119583	-0.028620	0.097670	-0.030245	0.085642	-0.000660	0.075968	0.083336	-0.056003	0.073766	-0.045918	0.002992	0.015641	0.126447	0.062486	-0.138883	0.063059	-0.053688	-0.031380	-0.123781	0.136994	-0.095848	-0.000106	0.112992	-0.146606	0.051687	-0.097951	0.154642	0.026873	-0.077435	0.136526	-0.083481	-0.025213	0.005572	0.062272	-0.065100	-0.150020	0.136969	0.110067	-0.110686	-0.139459	0.004302	0.037368	-0.111773	-0.023882	-0.060040	-0.122854	-0.130990	0.042046	0.128063	0.138105	0.138634	0.104171	0.115851	-0.079193	0.046859	0.118621	0.061678	-0.156043	-0.007911	0.080672	-0.030869	-0.052860	0.115319	0.003220	-0.014532	-0.023964	0.047910	0.068982	-0.036873	-0.044601	0.140143	0.130950	-0.090242	0.066485	-0.002068	0.062991	-0.076153	0.116498	-0.005890	-0.015840	-0.007780	0.085270	-0.101750	0.056637	-0.092353	0.120921	-0.010288	0.108912	-0.144419	0.038063	-0.071141	0.015402	0.047604	0.041964	0.016775	0.036952	
-0.096671	-0.060333	0.062614	-0.131884	-0.028015	-0.102438	0.163190	-0.154126	0.115686	0.055422	-0.125016	-0.058449	-0.073855	-0.156297	-0.101051	-0.001243	-0.008797	0.083423	0.130037	-0.125993	-0.051007	0.108953	0.028172	-0.089403	0.047073	0.159135	-0.104065	-0.051524	0.098376	-0.153800	-0.037516	-0.133852	0.141047	0.017257	0.109243	-0.102702	-0.124052	-0.077999	0.102395	0.109273	-0.102079	0.089782	0.135239	-0.109529	0.084125	0.130124	0.101113	-0.132221	-0.038096	0.066533	0.164872	0.126648	-0.045528	0.049415	-0.106613	-0.064871	0.155401	-0.110273	-0.058875	-0.001423	-0.123209	0.042863	0.144964	-0.101707	0.108367	0.101161	0.010968	-0.120350	-0.091652	0.118656	-0.125896	0.008833	0.035756	-0.058377	-0.119337	-0.084417	-0.061120	-0.079993	0.077867	-0.134236	0.095303	-0.098685	0.034762	-0.069913	0.015445	0.085524	0.110499	-0.110875	0.125805	0.108198	-0.000465	0.079105	0.105893	0.163219	0.097778	0.044210	-0.061649	-0.154164	-0.100483	0.081830	
-0.002260	0.009139	-0.002096	-0.010821	0.005210	0.019525	-0.001863	-0.022828	0.016606	0.008154	-0.012131	0.022166	-0.014503	-0.012670	0.004847	0.001525	0.012413	0.000466	-0.003304	0.004646	-0.002172	0.008797	0.018799	0.000744	-0.014503	0.002370	-0.010573	-0.008074	-0.002257	-0.002141	0.005083	-0.010004	-0.006789	-0.032481	-0.015873	0.007265	0.007869	0.008562	-0.015733	0.002665	0.007569	0.005616	-0.006568	0.018810	0.022365	-0.008892	-0.003981	-0.012745	-0.012810	-0.009767	-0.006150	0.018161	0.020666	0.001564	-0.019468	0.007855	-0.001013	0.010401	-0.004303	0.004970	-0.007277	0.022130	-0.000676	0.005476	0.005866	-0.009882	0.001876	-0.008700	0.005268	-0.005540	0.003275	0.013559	0.014207	0.013511	-0.008392	-0.015577	-0.014903	-0.000233	-0.009367	0.004255	0.027463	-0.020412	0.006097	0.000684	-0.020234	-0.002800	0.002955	0.014195	-0.002920	-0.000920	-0.003189	-0.010383	0.008640	-0.001208	-0.011361	-0.002700	-0.001842	0.010000	0.009254	-0.003921	
0.056525	0.172688	0.168364	-0.042799	0.065201	-0.087994	-0.142777	0.153827	0.090618	0.092951	-0.000411	0.138999	0.190609	0.048618	-0.041851	0.148013	-0.016103	0.040629	0.097085	-0.063812	-0.102459	-0.040600	-0.186090	-0.186256	-0.149527	-0.051532	0.060282	-0.049787	0.079258	-0.203414	-0.061721	-0.151442	-0.039615	0.035842	-0.128000	0.018001	0.134624	0.090443	-0.070230	0.097315	0.019988	0.052023	0.073080	-0.056070	-0.125267	0.171536	-0.144048	0.086285	-0.044124	0.022712	-0.062720	0.093637	0.061094	-0.125509	-0.111063	0.091463	-0.155100	0.104980	0.100382	0.089204	-0.129615	0.045966	-0.088562	0.034458	0.002716	0.075486	0.116307	-0.087020	0.033954	0.018157	0.112889	-0.024499	-0.123476	0.082396	-0.151656	0.033305	0.159812	0.190053	-0.072455	0.046989	-0.069006	-0.102368	0.164170	-0.093033	0.027103	0.044509	-0.071247	0.030385	-0.068887	-0.012536	-0.084113	0.138532	0.067677	0.026003	-0.099522	0.012974	-0.046148	-0.139757	0.116787	0.001247	
-0.042191	-0.155001	-0.134411	0.095637	-0.061513	-0.019316	0.176369	-0.123136	-0.078922	-0.024403	-0.032169	-0.092581	-0.175361	-0.075395	0.020275	-0.191557	-0.048750	0.030780	-0.146659	0.068928	0.011126	0.007277	0.185315	0.170425	0.175606	0.010297	-0.046217	-0.016752	-0.031538	0.138889	0.102937	0.153388	0.032087	-0.027538	0.109147	-0.020696	-0.081439	-0.080670	0.052779	-0.060263	-0.014672	-0.049679	-0.109890	0.043879	0.197548	-0.164590	0.140426	-0.082387	0.023862	-0.135341	0.080600	-0.031441	-0.101785	0.118604	0.056100	-0.076245	0.108273	-0.140034	-0.006588	-0.082229	0.141369	-0.047545	-0.005884	-0.181402	-0.016552	-0.113686	-0.138894	0.072626	-0.015418	0.026377	-0.054308	0.029721	0.190196	-0.093458	0.154501	-0.137573	-0.162880	-0.168830	0.025821	-0.100546	0.060621	0.114530	-0.086671	0.121124	0.006650	-0.025090	-0.011987	-0.029032	0.047034	0.082937	0.053368	-0.149679	-0.017441	-0.050435	0.125404	-0.043753	0.072584	0.140870	-0.098957	0.031263	
-0.178645	0.014384	-0.137443	0.100175	0.033025	0.072711	-0.138621	-0.146660	-0.012221	-0.112115	-0.170781	-0.051799	-0.119399	0.017523	-0.133684	-0.075650	0.054226	0.019889	0.112311	-0.015428	0.059830	0.088739	-0.080352	-0.046259	-0.114403	0.086791	0.125581	0.194973	-0.102042	0.154837	-0.015072	-0.025152	0.038744	-0.018382	0.060487	-0.180998	-0.009953	0.073600	-0.187457	0.051803	0.111468	0.131802	-0.061527	-0.125195	0.126908	0.107086	0.139021	-0.092706	-0.052626	-0.005878	-0.129298	0.011758	0.039113	-0.020940	0.016750	-0.014267	0.121986	-0.026202	0.069133	0.075527	-0.027054	-0.193513	0.022501	-0.189536	0.052756	-0.129769	0.110316	0.132544	0.020797	-0.015889	-0.077435	-0.017801	0.011957	-0.079685	0.128113	0.012240	0.144186	-0.021766	0.008286	0.083884	0.076875	0.102519	0.111214	0.041312	0.136019	-0.079286	0.065469	0.083137	-0.044320	-0.089520	0.000978	0.168759	0.032988	-0.167551	0.127582	0.149285	-0.045190	-0.012369	-0.045325	-0.048940	
0.007566	0.099519	-0.091753	0.055628	-0.033478	0.100704	-0.091354	0.023942	0.003738	0.014650	0.064413	0.112775	-0.073380	-0.023700	0.025616	-0.047786	0.087316	-0.005550	-0.147590	0.033353	-0.046842	-0.026452	0.025630	0.207463	-0.066365	-0.023157	0.096948	-0.033137	0.020275	0.208494	0.131516	0.032726	-0.118181	0.128463	-0.086482	-0.132179	0.012293	0.051365	-0.118180	-0.081350	0.154690	0.121784	-0.072689	-0.092692	-0.048778	0.013523	-0.102841	0.167831	-0.050368	-0.079519	-0.109322	-0.106057	0.145231	0.123006	0.112460	0.086256	0.040454	-0.020832	0.095827	0.108395	0.109859	-0.144442	-0.005363	0.073162	-0.020074	-0.021626	0.097373	0.043861	-0.175296	0.025419	0.086649	0.103987	0.154907	0.121335	0.136158	0.118626	-0.159315	0.117182	-0.084872	0.146028	-0.057507	0.049718	-0.067740	-0.006277	-0.039368	0.144170	-0.092001	-0.096406	-0.087506	0.088854	-0.164461	0.096643	-0.104807	0.057378	-0.071993	0.088582	0.115908	0.043327	0.034980	0.103665	
0.023099	0.139625	0.170408	-0.109523	0.052010	-0.018194	-0.155381	0.150980	0.077827	0.099934	-0.027316	0.140490	0.184493	-0.045085	0.007768	0.116471	-0.067269	0.055514	0.131920	-0.035555	-0.052474	0.013843	-0.075488	-0.193738	-0.073488	-0.007268	0.057499	0.018769	0.035666	-0.166949	-0.108743	-0.094630	0.010476	0.004414	-0.137583	-0.009104	0.136775	0.026837	-0.067335	0.097349	0.020384	0.031962	0.118114	-0.068406	-0.201665	0.180936	-0.131202	0.115717	-0.037678	0.079067	-0.024720	0.087222	0.134074	-0.122628	-0.054032	0.066972	-0.153234	0.050647	-0.034002	0.178856	-0.155526	0.035388	-0.005409	0.130362	0.053517	0.101085	0.090410	-0.092689	0.060386	0.099054	-0.017105	-0.027740	-0.183774	0.110184	-0.122369	0.131947	0.178794	0.162355	-0.020749	0.107534	-0.092538	0.005721	0.173420	-0.043357	0.021933	0.023862	-0.015685	0.019597	-0.045969	-0.026024	-0.154334	0.141167	0.052467	0.115816	-0.063213	0.039551	-0.032630	-0.105052	0.113876	0.033876	
-0.016526	-0.102816	0.109738	-0.058368	0.029348	-0.094954	0.090910	-0.014768	-0.001699	-0.028596	-0.027210	-0.104582	0.074952	0.011159	-0.004094	0.032768	-0.074498	-0.018347	0.130878	-0.038402	0.040735	0.020441	-0.018085	-0.203179	0.066410	0.044326	-0.100764	0.041066	-0.052689	-0.184089	-0.118010	-0.063223	0.135202	-0.116987	0.082749	0.153075	-0.018788	-0.054784	0.128518	0.093736	-0.166886	-0.120822	0.078409	0.096461	0.059391	-0.004765	0.092243	-0.166632	0.056298	0.069954	0.123764	0.103263	-0.151672	-0.117074	-0.099483	-0.090075	-0.030431	0.014864	-0.085170	-0.116120	-0.098504	0.149718	0.017276	-0.058942	0.027555	0.023702	-0.091434	-0.077320	0.169954	-0.004535	-0.096663	-0.111799	-0.156433	-0.101101	-0.119617	-0.139617	0.150201	-0.123657	0.094253	-0.118629	0.056521	-0.046935	0.054255	0.005178	0.020076	-0.152572	0.096031	0.118011	0.087086	-0.064020	0.152283	-0.081395	0.130615	-0.044613	0.085836	-0.097617	-0.113948	-0.056220	-0.037217	-0.103115	
