religion	0.051700	0.034623	-0.087420	0.029496	0.061675	-0.047652	-0.030125	-0.085535	0.010133	0.134704	-0.119627	-0.147590	-0.169676	0.111538	0.089536	0.065007	-0.132798	-0.164052	-0.144469	0.037777	-0.068923	0.091480	0.027740	-0.042324	0.058945	-0.110617	0.112111	0.093417	0.101604	0.150600	0.116077	-0.021509	0.113527	-0.000074	0.103010	-0.107178	0.086058	0.052429	0.058027	-0.023098	0.147556	0.139125	0.136284	0.138503	-0.125461	0.051210	-0.132134	0.084050	0.123367	-0.089913	-0.116959	-0.053168	0.075373	-0.052928	0.011963	-0.148928	-0.072608	0.075281	-0.080029	-0.130117	-0.069519	-0.106904	-0.111593	0.126211	0.129309	-0.127079	-0.110182	0.061011	0.121080	0.041108	-0.105808	0.119678	-0.119310	-0.073295	-0.001833	0.060889	-0.073538	-0.140982	0.091571	0.114976	-0.064592	-0.087100	-0.140003	0.096257	-0.154359	0.095642	0.096849	-0.112032	0.121241	-0.067251	0.085371	0.068241	-0.014535	-0.064988	-0.074641	-0.111854	0.158534	-0.132482	0.098664	0.078230	
cause_of_death	0.100983	-0.035233	-0.025411	-0.016413	-0.022176	-0.102710	0.092691	0.083135	-0.018863	-0.031497	-0.139244	-0.158445	-0.158838	0.111157	0.101868	-0.121019	0.102355	-0.127491	0.087879	-0.099267	0.015236	-0.046705	-0.092115	0.100669	-0.135495	-0.105124	0.107463	0.102278	0.122390	-0.006715	0.058168	-0.117912	0.137122	0.075550	-0.145919	0.062965	0.029722	-0.113026	-0.082147	-0.036239	0.129972	0.136910	-0.118824	0.132447	0.069896	0.066237	-0.115275	0.117554	-0.128876	0.124154	0.044427	0.081053	0.083437	0.111954	0.040290	-0.076395	-0.136080	-0.122962	-0.089756	0.140400	-0.081705	0.081286	0.025978	0.149276	0.130029	-0.123864	-0.082250	0.103827	0.122651	0.070536	-0.094650	-0.107150	-0.061499	0.126257	0.119074	-0.106801	0.100156	-0.143498	-0.067414	-0.078539	-0.095425	-0.038573	-0.118999	-0.138153	0.059194	-0.079758	0.117696	-0.075248	-0.090075	0.009821	0.004414	0.095954	0.102852	0.070874	-0.144966	0.100671	-0.121180	-0.058237	-0.119049	-0.124080	
place_of_death	0.109474	-0.083966	-0.005732	0.164652	0.068736	0.074479	-0.059322	0.087305	-0.066225	-0.014153	0.115081	-0.157232	-0.165888	-0.014357	-0.116805	-0.067558	0.096447	-0.202500	0.018153	-0.101041	0.031972	-0.057331	-0.086261	0.053371	-0.117392	-0.076048	0.096506	0.096233	-0.116886	0.150529	-0.071306	0.047117	0.106305	-0.083626	-0.123971	-0.021717	-0.084640	0.071765	-0.076428	-0.033717	0.101157	0.123878	-0.092094	0.066348	-0.138302	-0.153208	-0.089403	0.137124	-0.087916	-0.025471	-0.083992	-0.094919	-0.143126	-0.109635	0.055370	0.080831	-0.112530	-0.101121	0.031177	0.127986	-0.059242	-0.115321	-0.077381	0.121223	0.081345	0.086749	0.073866	0.044464	0.103897	-0.054195	-0.108452	0.052069	-0.048262	0.070475	-0.124316	-0.087642	-0.047380	-0.149330	0.050350	-0.129366	0.107664	0.083879	-0.098104	-0.134568	-0.154265	0.090478	-0.159175	-0.092457	0.139501	0.080332	0.148322	-0.139446	-0.048500	-0.109186	-0.055852	0.052739	0.123159	-0.141297	0.048434	-0.089535	
profession	-0.010119	0.091816	0.115498	0.101627	0.023992	-0.110892	-0.022109	0.077925	0.071867	0.121228	-0.120097	-0.147589	-0.148010	0.126894	-0.137286	-0.006330	0.150294	-0.139945	-0.110932	0.003552	-0.018316	0.004186	-0.114798	0.080847	0.107362	0.033298	-0.078532	-0.063853	0.004863	0.103835	0.080878	-0.106021	-0.076574	0.014851	-0.133517	0.038241	-0.055685	0.106296	-0.105363	-0.112433	0.128681	0.125263	0.096487	0.115580	-0.100703	-0.120760	0.076156	0.101905	0.109196	-0.114931	-0.126237	0.068768	-0.135829	-0.142132	0.079225	-0.098994	-0.072401	0.115671	-0.060148	0.114798	-0.140400	0.118557	-0.080215	0.137772	0.117379	-0.126752	0.099835	0.067732	-0.001906	-0.034852	0.130794	-0.115966	-0.099786	0.052993	0.121410	-0.046319	0.076623	-0.141660	-0.051436	-0.117853	0.146343	-0.006521	-0.126961	0.097292	-0.130438	-0.042877	-0.140115	-0.085593	0.137653	0.092651	-0.049731	-0.116431	0.111049	0.059867	0.009500	0.082367	0.121826	0.085185	-0.083009	-0.130083	
location	0.119264	-0.110469	-0.040239	0.151260	0.053139	0.066484	-0.064748	0.109506	-0.094510	-0.007847	0.129803	-0.159122	-0.148529	0.094900	-0.133515	-0.068062	0.113408	-0.183977	-0.121248	-0.108160	-0.062169	-0.048258	0.055681	-0.065226	-0.096971	-0.089078	0.101892	0.096576	-0.063050	0.136088	-0.049126	0.030435	0.029561	-0.071968	-0.110158	-0.068068	-0.064184	-0.087929	0.072804	-0.064345	0.099791	0.133350	-0.074473	-0.018405	-0.071068	-0.141833	0.066155	0.127335	-0.106874	0.057033	-0.096154	0.072990	-0.134757	-0.088393	0.036236	-0.066568	0.058839	-0.130646	-0.067111	0.106114	-0.082162	0.010075	-0.078762	0.136164	-0.082755	-0.075591	0.084894	-0.026889	0.122003	-0.060071	-0.131256	0.064249	0.035318	0.057382	-0.131427	-0.088284	0.080560	-0.133346	0.050779	-0.156067	0.115247	-0.093045	-0.101726	-0.144945	-0.142551	0.077760	-0.149721	-0.113889	0.134530	0.084371	0.134907	-0.147455	0.104898	-0.100041	-0.117710	-0.035758	0.150229	-0.133744	0.075181	-0.124282	
gender	-0.095613	-0.048446	0.112549	-0.028823	-0.106113	-0.037306	0.074525	-0.088090	0.036208	0.067351	0.089895	0.099258	-0.096405	0.142948	-0.126371	-0.061982	-0.074655	0.132743	-0.142913	-0.102101	-0.127604	-0.102372	-0.142223	0.112549	0.098713	0.092118	0.098336	0.053082	-0.114130	0.103388	0.085078	-0.097018	0.099197	0.019513	0.094699	-0.122094	-0.118192	0.110092	-0.078971	0.110635	0.143286	0.123743	0.110399	-0.096315	0.099226	0.011240	-0.141379	0.149368	-0.062611	0.149777	0.082827	-0.096422	0.089358	-0.133704	-0.023368	-0.109125	0.116892	-0.139110	-0.106215	-0.116900	0.052543	0.107379	0.077985	0.120263	-0.064493	0.086708	0.110312	0.109715	0.093041	0.033200	0.109697	-0.090548	0.070093	-0.097900	-0.115121	0.056853	-0.097823	-0.117911	-0.125088	-0.116167	-0.099405	-0.108286	-0.085208	-0.100508	0.019759	0.091924	-0.135449	-0.131442	0.097766	-0.067225	0.043448	0.055811	-0.117140	-0.015748	-0.103191	0.087571	0.143385	-0.085950	-0.076544	0.104890	
nationality	0.087265	-0.106090	0.072319	0.137477	0.004697	0.067951	0.064621	0.112591	0.082916	0.097875	0.129296	-0.169569	-0.166269	-0.006806	-0.178157	-0.060198	-0.075996	-0.161623	-0.095755	-0.023977	-0.102569	-0.119717	0.090625	-0.035001	-0.134780	0.070140	0.131011	0.077740	-0.003026	0.115484	0.094379	-0.083099	0.120994	-0.064834	-0.125511	-0.080272	-0.083499	0.066985	0.103859	-0.047058	0.113760	0.132821	-0.095558	0.123339	0.023889	-0.161475	0.024173	0.063084	0.055539	0.029779	-0.118723	-0.099594	-0.161830	0.067098	-0.035377	-0.120134	-0.123587	0.070043	0.035442	0.132949	-0.011873	-0.090532	-0.057505	0.176823	0.122812	-0.068442	0.055823	0.088089	0.164028	-0.027948	0.011106	-0.040896	0.012082	-0.017019	-0.132392	-0.001408	0.112536	-0.069505	0.024068	-0.195201	0.130171	0.017601	0.063619	-0.161508	-0.157237	0.002754	-0.184804	-0.103528	-0.033681	0.020592	0.128573	-0.047127	0.094525	-0.127072	-0.119815	0.017336	0.015213	-0.134524	-0.122202	-0.038739	
place_of_birth	0.106239	-0.089858	0.097819	0.158395	0.101425	0.070427	-0.047918	0.118622	-0.066016	0.099887	0.115123	-0.155475	-0.145489	0.104044	-0.140187	-0.059786	0.114054	-0.216705	-0.105016	-0.085964	-0.051504	0.065882	0.036350	-0.021199	-0.010628	-0.087636	0.005261	0.089643	-0.056424	0.133182	-0.066457	0.012650	0.103259	-0.064563	-0.126668	0.054404	-0.095711	-0.090481	0.057539	-0.076769	0.107735	0.135689	-0.071453	0.095412	-0.089232	-0.134974	-0.101278	0.126638	-0.112009	-0.031750	0.058720	-0.115361	-0.118413	-0.095392	-0.053673	0.089823	-0.088499	-0.108498	0.016490	0.125616	-0.082978	-0.111729	-0.070178	0.132887	0.108915	0.109914	0.061864	0.051217	0.123946	-0.087968	-0.105570	-0.040351	0.022477	0.053387	-0.084779	-0.092415	-0.050891	-0.148147	0.040199	-0.156345	-0.012192	0.069327	-0.111083	-0.147616	-0.135161	0.073680	-0.150758	-0.116897	0.146219	0.076695	0.134623	-0.147528	-0.025459	-0.101216	-0.064187	-0.024435	0.135465	-0.148559	-0.063125	-0.110984	
institution	0.118350	0.054421	-0.082050	0.170921	0.100747	-0.118101	0.083704	-0.043998	0.096270	-0.059926	-0.075140	-0.142160	-0.048571	0.124294	0.089927	-0.097725	0.102818	-0.102952	0.041862	-0.098711	-0.093264	0.076277	-0.013076	0.121083	0.062815	-0.072847	0.122849	0.135692	-0.044236	-0.067004	-0.035944	0.040111	0.125528	-0.007141	-0.102878	0.101109	-0.065635	-0.079341	0.091599	0.050449	0.123057	-0.016921	-0.069557	0.131859	-0.106589	-0.031153	0.109641	0.037752	-0.043262	0.122766	0.103837	-0.096216	-0.111273	-0.077833	0.123005	-0.114076	-0.134015	0.080827	-0.137028	-0.067777	0.078565	0.046695	-0.103728	0.147429	-0.063937	-0.124141	0.104695	0.149459	0.129507	-0.114417	0.130050	0.075636	0.037694	-0.086586	-0.107815	-0.128002	0.077446	-0.142377	0.043143	0.092437	-0.061511	0.070153	-0.090753	-0.130254	0.043356	-0.134576	0.038326	-0.137650	0.144452	0.120613	0.133088	-0.136329	0.082860	-0.102196	0.078856	-0.044446	0.147612	-0.127352	0.085552	-0.111316	
children	0.029183	-0.003200	-0.025234	0.001891	0.003983	-0.030011	-0.024407	-0.019691	-0.002241	0.053079	0.007137	0.103362	0.000916	-0.070607	0.024662	0.251299	0.280710	-0.175770	-0.005796	-0.078705	-0.002433	-0.002522	-0.007401	0.033558	-0.027792	0.016575	0.011665	0.001445	-0.036023	0.023548	-0.004112	0.005339	0.107052	0.031874	-0.015807	-0.014866	-0.036184	0.021737	0.015391	-0.038439	-0.011606	-0.022079	0.043034	0.009206	-0.010112	-0.295841	0.012331	0.016189	0.120454	0.221765	-0.018072	0.006266	-0.148949	-0.025636	-0.036812	0.120305	0.260002	0.006274	0.049717	-0.020024	0.275704	0.240345	-0.022594	0.013025	-0.005269	-0.033581	-0.051430	-0.016231	0.019228	-0.013579	0.016072	-0.080271	0.032500	0.023833	-0.018983	-0.008807	0.006837	0.182396	0.007753	-0.000974	0.240204	-0.008288	-0.258310	-0.006750	-0.003874	0.008345	0.177072	0.003153	-0.223703	0.019554	0.035220	0.031585	-0.026388	-0.015130	-0.019559	0.084758	-0.009506	-0.022837	-0.268808	-0.153609	
