_member_of_domain_topic	0.056959	0.052424	-0.019249	-0.014192	-0.041108	0.035271	-0.120458	-0.025106	-0.059225	-0.039939	-0.043383	-0.104566	0.072790	-0.002980	0.044514	0.070218	0.010584	0.027930	-0.043769	0.069082	-0.081358	0.095727	0.006014	-0.077714	-0.071994	-0.001422	-0.118932	-0.044390	-0.012287	-0.015437	-0.030561	-0.039135	-0.020941	-0.090219	-0.004984	0.053726	0.029395	0.053603	-0.043955	0.020807	-0.076448	-0.029126	0.095461	0.041922	0.041986	0.107794	-0.142449	-0.036595	-0.025010	-0.043016	0.011489	0.010078	0.001489	-0.042844	-0.113409	0.132086	-0.034812	-0.100025	0.086674	-0.037067	-0.027911	0.054126	-0.048866	0.158149	-0.007637	-0.044335	-0.039909	0.074808	-0.094619	0.001464	0.027631	-0.052173	0.039921	-0.087868	-0.049328	-0.045671	-0.068575	-0.030423	0.077636	0.046227	-0.083435	0.086082	-0.149803	-0.111033	0.076277	0.068932	-0.093026	-0.007191	-0.026174	-0.007558	0.078729	-0.060611	-0.176624	0.035000	-0.141696	-0.100601	-0.009503	0.104253	-0.023535	-0.078029	
_member_meronym	-0.080178	0.013171	-0.035567	-0.031014	0.020384	0.022084	-0.031019	-0.025714	-0.011000	-0.020447	0.052941	-0.001304	-0.032141	0.000584	-0.024820	0.171529	-0.030929	0.016610	-0.021394	-0.016511	-0.091484	0.024329	0.031612	0.017217	0.066601	-0.005550	-0.031338	-0.023191	-0.018476	-0.028605	-0.031492	0.022362	0.032204	0.018428	0.027518	0.047151	-0.047731	-0.027497	0.024931	0.028577	-0.019988	-0.030987	0.035662	0.030318	0.019190	0.026054	0.021804	0.028292	-0.013828	0.023790	-0.005489	-0.011114	-0.033881	-0.024162	0.018864	-0.007726	0.008508	0.023829	-0.004805	-0.061304	0.031966	-0.023723	0.025434	-0.017633	0.214069	-0.015925	-0.018539	-0.008393	-0.028159	0.027809	-0.021085	0.004441	-0.008436	0.022834	-0.020815	0.030497	-0.029566	0.023147	-0.067564	-0.065436	0.030032	0.017489	-0.037698	-0.015842	0.023863	-0.268430	-0.014007	-0.003688	0.016642	-0.036888	0.008607	-0.001034	0.103029	-0.031749	0.029922	0.007262	0.010315	0.025903	-0.039163	0.019726	
_derivationally_related_form	-0.007777	0.001517	-0.006200	0.003930	0.002490	0.177273	-0.126988	0.006917	-0.006178	-0.012688	0.011040	-0.002230	0.002777	0.005417	0.003544	-0.010690	-0.012295	-0.005050	0.001215	0.124740	-0.001953	-0.002381	-0.008568	0.000361	0.006133	-0.257702	-0.004259	0.008469	-0.003058	-0.000896	0.005189	-0.001655	-0.005013	-0.005546	0.016315	0.004882	0.002507	0.001604	-0.005948	-0.007252	-0.000785	-0.001245	0.002661	0.008121	0.111857	-0.002312	0.198089	-0.003841	0.007207	0.008024	0.009843	0.006437	0.010871	0.006044	-0.002831	0.004951	0.003757	-0.003047	-0.003773	-0.001790	0.000709	0.000561	-0.000718	-0.005444	-0.000138	-0.077379	-0.000144	0.001684	0.000551	-0.000558	-0.006636	-0.005046	-0.006374	-0.010690	-0.114642	-0.002926	0.002421	0.002281	0.000851	0.000913	-0.005288	-0.008456	0.235940	-0.162512	-0.001485	0.000010	-0.207859	-0.002024	-0.000750	-0.002780	0.006895	-0.001955	-0.209315	0.004595	0.001330	0.006239	-0.006065	-0.002525	-0.003370	0.009113	
_member_of_domain_region	0.146690	-0.094370	-0.122830	-0.009945	-0.092056	-0.172015	0.075615	-0.060844	-0.013769	-0.100560	0.040792	-0.076777	0.042059	-0.113447	-0.040903	-0.066636	-0.047979	0.112270	-0.017767	-0.030027	-0.112909	0.060935	-0.103754	0.041600	0.041425	-0.037156	0.007284	-0.093721	0.056157	-0.072082	-0.073569	-0.036251	-0.056157	-0.001327	0.057234	0.096698	0.021035	-0.123197	-0.053692	0.078902	0.038956	-0.130236	0.072090	-0.130694	-0.006969	-0.019109	0.024950	0.011726	-0.042671	0.021573	0.112024	-0.071410	0.055009	0.019946	0.002551	0.014181	0.082991	-0.020269	0.038726	0.030847	0.068239	0.113643	0.034869	0.089832	0.060825	-0.156101	-0.025840	-0.121511	-0.083711	-0.102844	0.056370	0.006398	-0.163502	0.069238	-0.062326	-0.064684	-0.075694	0.034745	0.148723	0.016080	-0.091436	0.011837	0.102520	-0.081135	0.047566	-0.017041	-0.045701	-0.096081	-0.109666	0.012459	0.124153	0.060482	0.006907	0.028141	-0.041513	-0.136868	0.069427	-0.039955	0.051952	-0.173551	
_similar_to	0.000394	0.000592	-0.011082	-0.032903	0.000169	-0.007488	-0.002610	-0.062082	-0.027320	0.000913	-0.001008	-0.000419	0.000712	-0.000979	0.004136	-0.005359	-0.032682	0.006268	-0.008117	0.008211	0.000095	-0.002789	0.000346	-0.011845	-0.006167	-0.000986	0.014683	0.002563	0.012430	-0.065071	0.001584	-0.003390	-0.018069	-0.000645	-0.035623	0.000052	0.001856	-0.011302	0.009428	-0.001915	-0.000904	0.004298	-0.005862	-0.012310	0.002200	0.004714	0.000822	-0.005633	-0.001638	-0.004613	-0.007696	0.000583	-0.000345	0.005599	-0.011080	0.003954	-0.000030	0.000714	0.003510	0.003437	-0.003399	-0.005208	-0.004830	-0.002743	0.001101	0.000935	0.014229	-0.004929	-0.005401	-0.005773	0.002308	-0.000294	-0.003720	-0.000337	0.000781	0.002974	0.004927	-0.000305	0.002470	0.001558	-0.003818	0.007715	0.003509	-0.000557	-0.016841	0.001719	-0.003285	0.006467	0.002439	-0.006534	0.001878	-0.000608	0.003326	0.009296	-0.001245	0.002256	-0.003290	-0.003317	0.014381	-0.001199	
_hypernym	-0.028575	-0.029282	0.019686	0.028200	0.015448	0.020783	-0.151154	-0.016597	0.016044	0.003539	0.019798	0.085183	0.019341	0.024033	-0.012206	0.238725	0.028813	-0.006095	0.021173	-0.028720	-0.138553	0.021303	-0.001997	0.016238	-0.000992	0.111230	-0.011171	0.017367	-0.024050	-0.015666	0.003417	0.020636	0.015212	-0.013230	-0.013797	-0.006229	-0.021743	-0.150016	-0.015838	-0.016348	0.011444	0.019321	0.017593	0.015519	-0.023707	-0.026206	0.025463	-0.019425	0.016250	0.006755	-0.021765	0.020424	-0.008943	0.011490	0.123021	0.109343	0.019638	-0.016323	-0.023845	0.019141	0.013857	0.005870	0.006371	-0.124754	-0.013444	0.017684	-0.006520	-0.007959	0.008489	0.012773	0.018330	0.196399	0.017887	0.034272	-0.020993	-0.004674	0.021787	-0.021182	-0.013143	-0.012762	0.031173	0.025183	0.079247	-0.029646	0.016307	-0.167469	0.060150	0.019605	-0.012478	0.018356	-0.016991	-0.012051	0.154415	-0.001091	-0.142262	0.015215	0.012262	-0.016674	0.001708	0.009085	
_member_holonym	0.082984	-0.014657	0.036905	0.038086	-0.024042	-0.018512	0.029946	0.021766	0.018088	0.025734	-0.059687	-0.001774	0.029508	0.000595	0.033810	-0.172055	0.028549	-0.018344	0.020148	0.026299	0.083454	-0.013633	-0.027588	-0.019278	-0.052275	0.010555	0.032460	0.033523	0.019032	0.025124	0.028901	-0.015694	-0.029701	-0.021650	-0.031739	-0.034905	0.047680	0.026893	-0.035117	-0.031315	0.019411	0.029405	-0.036783	-0.022215	-0.026133	-0.025110	-0.027280	-0.033294	0.019790	-0.023949	0.009291	0.004226	0.030550	0.026119	-0.025155	-0.005553	-0.010173	-0.024863	0.005215	0.064483	-0.036418	0.015662	-0.024971	0.025460	-0.207961	0.021143	0.033593	0.009924	0.022756	-0.035885	0.026540	0.002868	0.008418	-0.016492	0.015728	-0.031049	0.038028	-0.024664	0.074116	0.055262	-0.028153	-0.020183	0.028037	0.026158	-0.020720	0.253424	0.009725	0.005076	-0.026615	0.040079	0.002368	-0.001692	-0.107895	0.023713	-0.035853	-0.000681	-0.019154	-0.028923	0.036722	-0.016064	
_instance_hypernym	0.011991	-0.079442	-0.053101	0.062078	0.067020	-0.036396	0.028318	0.062975	0.072817	0.131346	0.062709	0.051628	-0.074497	0.079458	0.053961	-0.074399	0.097779	0.064522	0.078077	-0.079739	0.004155	0.094015	-0.103673	0.068648	-0.064297	-0.039875	-0.078783	-0.083992	-0.108159	-0.012381	0.054765	0.060816	-0.037291	-0.043062	-0.041535	0.041864	-0.091962	-0.156131	0.017647	-0.005587	-0.037321	-0.065295	-0.071839	-0.075515	0.043403	0.084342	0.045945	-0.090686	-0.008125	-0.043707	-0.036410	0.056279	-0.102091	0.041073	0.087215	-0.079022	0.137253	0.076555	-0.064023	0.077720	0.081304	-0.040468	-0.079834	-0.065552	0.074770	-0.056849	0.073112	0.070673	0.095340	-0.060810	0.055041	-0.100968	-0.043246	0.080633	0.026175	0.094611	0.051320	-0.097125	0.173303	-0.082548	0.071276	0.068441	0.038603	-0.093246	-0.066679	0.047100	0.014020	-0.076994	-0.102050	-0.054941	-0.048132	0.063012	-0.045286	-0.052365	0.048069	-0.085476	-0.089454	-0.082559	-0.057064	-0.079814	
_member_of_domain_usage	0.049406	-0.059925	-0.109961	0.032015	0.086641	0.094020	0.068289	-0.112479	0.073212	-0.056880	-0.033378	-0.016189	0.076241	-0.103686	0.051206	0.103391	-0.095843	0.017402	-0.074709	0.089267	0.057403	-0.078215	-0.113710	-0.045983	0.069189	0.102724	-0.063799	0.046192	-0.146961	0.058447	0.029442	0.076325	-0.029551	-0.046272	0.089551	0.024927	-0.073934	-0.058439	-0.122246	0.026429	0.027604	0.039304	-0.092989	-0.067800	0.008916	0.109003	0.090311	0.018641	-0.075974	-0.061916	0.057424	-0.089408	0.087825	-0.071373	0.056664	0.063694	0.034677	0.075599	0.042818	0.032445	0.106971	0.107150	0.112548	0.076437	0.108354	0.017260	0.105910	0.051868	0.101104	-0.019578	-0.126204	0.112016	-0.108751	0.031181	-0.078257	0.068504	-0.105718	-0.030627	0.068602	-0.016982	0.083222	0.058883	0.121908	0.126029	0.053332	-0.057979	-0.047786	-0.111444	-0.082131	-0.095283	0.044580	-0.006423	0.126145	0.065536	-0.126834	-0.071816	0.000917	-0.115761	0.018425	-0.093598	
_synset_domain_topic_of	-0.051889	-0.044404	0.018165	0.012496	0.040839	-0.034809	0.116361	0.023081	0.061373	0.039296	0.032509	0.093141	-0.057904	0.013241	-0.037103	-0.066911	-0.001555	-0.027870	0.045673	-0.080770	0.078930	-0.095566	0.000798	0.077485	0.073089	-0.000432	0.118988	0.044708	0.009568	0.008162	0.022210	0.041907	0.024703	0.087489	-0.005153	-0.058942	-0.028485	-0.047520	0.040821	-0.016401	0.059191	0.036229	-0.099850	-0.045882	-0.052348	-0.106495	0.134023	0.036478	0.022600	0.033896	-0.015465	-0.009777	-0.001288	0.046039	0.110872	-0.123754	0.018120	0.102476	-0.083259	0.034112	0.028713	-0.046314	0.030537	-0.165399	0.005521	0.049929	0.044196	-0.072010	0.093424	0.010434	-0.021707	0.049829	-0.045750	0.082124	0.044981	0.036762	0.055690	0.037317	-0.083024	-0.044903	0.091305	-0.092665	0.160685	0.113969	-0.086010	-0.076844	0.090947	0.004980	0.030013	0.005117	-0.102854	0.066428	0.169232	-0.039996	0.150746	0.095848	0.007920	-0.109902	0.029258	0.091885	
_hyponym	0.015338	0.025803	-0.010019	-0.022715	-0.013349	-0.022074	0.157577	0.005433	-0.025114	0.007439	-0.019548	0.100448	-0.014906	-0.025281	0.005160	-0.231336	-0.021592	0.004932	-0.016088	0.026002	0.140715	-0.018851	0.003364	-0.027069	-0.010593	-0.107292	0.014255	-0.017993	0.010255	-0.000486	-0.008739	-0.016404	-0.018596	0.012988	0.016902	0.005145	0.013858	0.143014	0.017184	0.012537	-0.016494	-0.017120	-0.011817	-0.013032	0.026268	0.016769	-0.027432	0.014243	-0.015316	-0.017661	0.013967	-0.017715	0.021433	-0.006206	-0.121853	-0.118542	-0.019509	0.017050	0.024696	-0.013996	-0.027792	-0.004354	-0.018333	0.137442	-0.002737	-0.019158	0.016075	0.011924	-0.010144	-0.002318	-0.012373	-0.192129	-0.014026	-0.029174	0.020029	-0.004989	-0.019501	0.017802	0.018481	0.015351	-0.022640	-0.009689	-0.082081	0.019221	-0.007570	0.157017	-0.064791	-0.018326	0.004076	-0.022976	0.022324	0.016448	-0.165080	-0.004217	0.136802	-0.011748	-0.015797	0.030802	0.004729	-0.017666	
_instance_hyponym	-0.011110	0.092803	0.048763	-0.051762	-0.057787	0.038316	-0.032492	-0.051839	-0.065575	-0.132165	-0.053144	-0.046591	0.077681	-0.077512	-0.056293	0.085254	-0.089003	-0.059246	-0.074008	0.080204	-0.006009	-0.096032	0.113493	-0.073186	0.069845	0.045743	0.084532	0.072709	0.110759	0.002292	-0.052731	-0.059461	0.031265	0.053118	0.046342	-0.054168	0.080494	0.151171	-0.019333	-0.001070	0.050676	0.063137	0.061919	0.055593	-0.042721	-0.088651	-0.040303	0.092895	0.004622	0.056476	0.034819	-0.061026	0.093042	-0.029495	-0.073402	0.083614	-0.123108	-0.066085	0.062390	-0.086557	-0.088635	0.045327	0.072368	0.068379	-0.065484	0.065827	-0.068273	-0.065350	-0.086038	0.059712	-0.058961	0.097872	0.039327	-0.087109	-0.019910	-0.096297	-0.033355	0.096968	-0.021601	0.079095	-0.070637	-0.068721	-0.035736	0.092411	0.054847	-0.044492	-0.007287	0.082886	0.097248	0.055335	0.047929	-0.053794	0.042341	0.036841	-0.058712	0.085696	0.094326	0.065867	0.066887	0.077789	
_synset_domain_usage_of	-0.051765	0.066167	0.113719	-0.035870	-0.097162	-0.101458	-0.069768	0.104924	-0.063604	0.055664	0.039207	0.017961	-0.068289	0.100648	-0.046627	-0.098502	0.097549	-0.008566	0.080541	-0.095585	-0.049548	0.074706	0.111642	0.041078	-0.071848	-0.106070	0.071122	-0.032305	0.151605	-0.059296	-0.033436	-0.076341	0.035146	0.043900	-0.090604	-0.007756	0.090821	0.066636	0.126034	-0.020972	-0.024415	-0.039402	0.088912	0.064624	-0.010009	-0.094490	-0.088008	0.001241	0.063724	0.062830	-0.068671	0.104400	-0.081160	0.052519	-0.063022	-0.067770	-0.038146	-0.079972	-0.040854	-0.030860	-0.119858	-0.073831	-0.113597	-0.075148	-0.093732	-0.013947	-0.123239	-0.052322	-0.090116	0.024980	0.131473	-0.114410	0.110298	-0.033283	0.078124	-0.056873	0.106916	0.056863	-0.069886	0.011536	-0.077563	-0.061511	-0.121833	-0.129017	-0.045594	0.062798	0.048648	0.108843	0.096111	0.073371	-0.049667	0.002154	-0.138991	-0.064684	0.135368	0.083813	-0.001139	0.109810	-0.009849	0.086382	
_has_part	0.031314	0.012406	0.023658	-0.003998	0.024809	-0.035723	0.006304	-0.025550	-0.019766	0.077292	0.034018	0.009710	-0.013286	-0.082698	-0.000465	-0.018016	-0.032288	0.003165	0.046251	0.000189	-0.059977	-0.013641	-0.030467	-0.029775	-0.025912	-0.021738	0.090348	0.006258	-0.017576	-0.027861	-0.002306	-0.037909	0.005570	0.034501	0.007923	0.021182	0.027236	0.166302	-0.028775	0.042553	0.044922	0.023217	-0.005501	0.005127	-0.029879	-0.021032	0.020209	0.039747	-0.019669	0.015055	0.037952	0.007398	0.026234	-0.017808	0.044018	-0.023886	0.011384	0.018116	0.032789	0.065912	-0.005386	-0.020552	0.018466	0.005111	0.030541	-0.031996	-0.034649	-0.024308	-0.129774	-0.042043	0.030020	0.034991	-0.022180	-0.148204	-0.080518	0.021964	-0.009626	0.030106	0.086806	0.024538	-0.072595	0.017723	-0.029589	-0.021650	0.091992	0.000529	-0.038730	-0.028480	-0.070716	-0.015565	0.025264	0.030035	0.018842	0.034988	-0.023243	-0.041975	0.049341	0.053398	0.013180	-0.033725	
_verb_group	0.002100	-0.009575	0.002974	-0.001204	0.002999	-0.001013	0.000768	0.012723	-0.006374	-0.000609	0.005841	-0.098374	0.111904	0.003080	-0.009108	-0.005453	0.012163	-0.001851	-0.001285	-0.002962	0.090376	-0.005368	-0.002786	0.002846	0.005646	-0.000763	-0.002547	-0.000144	0.005255	0.002532	-0.007759	-0.006625	-0.000594	0.002222	-0.003922	-0.002643	-0.002590	-0.005730	0.004202	0.002550	0.009664	0.009595	-0.004252	-0.001037	0.083736	0.000214	-0.005019	-0.009223	-0.007940	-0.076978	-0.004972	0.005726	-0.005975	-0.002899	-0.001130	0.001539	-0.003277	0.007023	-0.002489	0.005411	0.005183	-0.008045	0.010731	-0.002388	-0.007044	-0.000138	-0.006500	0.005615	0.005831	0.002144	-0.000941	-0.005735	-0.003175	0.002709	-0.000175	0.004464	0.008819	-0.007232	-0.010860	-0.004346	-0.016275	-0.006898	0.005655	-0.006434	0.005214	0.003562	0.001419	0.011534	0.011514	-0.012430	-0.007736	0.003366	-0.000578	-0.004846	-0.000113	0.003737	0.001179	0.010643	-0.014303	-0.007130	
_part_of	-0.034085	-0.011770	-0.019981	0.008678	-0.021260	0.039330	-0.006659	0.026152	0.018009	-0.078841	-0.042404	0.008199	-0.005209	0.085750	-0.004345	0.026563	0.032355	-0.006952	-0.048996	-0.006003	0.060136	0.020269	0.028259	0.031562	0.027349	0.033658	-0.092847	-0.016846	0.016542	0.026589	0.006513	0.046622	-0.012440	-0.032979	-0.016578	-0.036851	-0.021261	-0.178558	0.036170	-0.033622	-0.069649	-0.018681	0.012635	-0.018671	0.026425	0.026077	-0.025663	-0.028114	0.018448	-0.017797	-0.045901	-0.003393	-0.030838	0.019005	-0.044352	0.020769	-0.010991	-0.019320	-0.041655	-0.062743	0.010219	0.021470	-0.016389	-0.017711	-0.030670	0.034653	0.032333	0.029910	0.125783	0.040680	-0.041177	0.162405	0.022607	0.146732	0.073158	-0.025193	0.024356	-0.033745	-0.076419	-0.018198	0.074923	-0.014992	0.031945	0.025902	-0.076701	-0.003174	0.026817	0.038276	0.070334	0.013028	-0.024876	-0.041373	-0.009750	-0.030194	0.022508	0.038031	-0.045375	-0.052604	-0.018052	0.032579	
_synset_domain_region_of	-0.154885	0.090984	0.114437	-0.003886	0.091366	0.163259	-0.078837	0.067654	0.019025	0.102735	-0.045312	0.088684	-0.030539	0.102272	0.042410	0.078236	0.038765	-0.104464	-0.004607	0.025190	0.098545	-0.067029	0.117730	-0.045787	-0.041653	0.046224	-0.009478	0.113328	-0.054851	0.093401	0.076883	0.046648	0.056090	0.015995	-0.074305	-0.093672	-0.032515	0.114402	0.056999	-0.082904	-0.025022	0.108258	-0.069335	0.126340	0.005332	0.017355	-0.032005	-0.018760	0.043558	-0.015580	-0.123671	0.069124	-0.070827	-0.033364	-0.005643	0.002165	-0.075406	0.024634	-0.047739	-0.029947	-0.068572	-0.111066	-0.073309	-0.086404	-0.060936	0.146201	0.033332	0.141573	0.077156	0.092852	-0.055608	0.002012	0.171789	-0.060065	0.058332	0.059260	0.089729	-0.031517	-0.169375	-0.013106	0.065688	-0.026078	-0.105952	0.096302	-0.055004	0.020834	0.044831	0.085768	0.108645	-0.006862	-0.115452	-0.062412	-0.009900	-0.031131	0.037294	0.132174	-0.071449	0.044762	-0.052421	0.171852	
_also_see	-0.003483	0.086936	-0.005873	-0.006932	-0.150471	-0.010053	0.010342	0.000495	0.006660	-0.005290	-0.160616	0.002626	0.144542	-0.130618	-0.014755	-0.002552	-0.005130	0.000189	-0.004647	-0.010464	0.012254	-0.008399	-0.007394	-0.013767	0.007052	-0.233653	-0.001266	-0.005373	0.083418	-0.007973	-0.005864	-0.001974	0.001603	0.012235	-0.093353	0.002246	0.024496	-0.001190	0.002965	-0.001144	0.004125	-0.003896	-0.131441	-0.024563	0.149681	0.001951	-0.004741	0.009155	-0.004815	0.002753	-0.010994	-0.004727	0.107507	0.038017	-0.005587	0.003768	-0.000988	0.008118	0.004809	-0.006324	0.008061	0.011588	0.002472	0.001015	0.000402	-0.004680	-0.000365	-0.000412	0.008962	-0.008961	-0.003124	-0.002912	-0.002534	-0.002890	-0.003866	-0.000829	0.004028	0.001734	0.139890	0.006767	-0.002227	0.002054	-0.005411	-0.000086	-0.001578	-0.002777	-0.195320	0.006643	0.009597	0.005675	0.000595	0.001185	0.001018	0.002779	0.000363	0.003491	0.001621	0.001098	0.000046	-0.000824	
